business_name,category,area,latitude,longitude,distance_km,geofilter,geofilter_reason,coordinate_source,phone,normalized_phone,website,instagram_handle,instagram_url,facebook_url,google_maps_cid,verified_date,operating_status,url,instagram_enrich_source,instagram_enrich_date,instagram_enrich_confidence,instagram_confidence,ig_verified,ig_verify_date,whatsapp,email,tiktok_url,youtube_url,twitter_url,other_social_urls,description_full
Amimodo Restaurant,restaurant,Puerto Viejo,9.659093,-82.750472,0.515,pass,area_included:Puerto Viejo,array,+506 2750 0257,+50627500257,,restauranteamimodo,https://www.instagram.com/restauranteamimodo,https://www.facebook.com/restauranteamimodo,14941158757917200222,2026-03-12,active,https://www.puertoviejosatellite.com/en/puerto-viejo/amimodo-restaurant/,,,,verified,true,2026-07-04,,,,,,,Italian and fusion cuisine in front of Salsa Brava surf spot. They also offer Amimodo Beach Rooms.
"Arrecife Hotel y Restaurante - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",restaurant,Punta Uva,9.640322,-82.690675,7.067,pass,area_included:Punta Uva,array,+506 2759 9200,+50627599200,,arrecifepuntauva,https://www.instagram.com/arrecifepuntauva,https://www.facebook.com/ArrecifePU,3477422119483013906,2026-02-17,active,https://www.puertoviejosatellite.com/en/punta-uva/arrecife-hotel-y-restaurante/,,,,verified,true,2026-07-04,,,,,,,Restaurant & bar right off Punta Uva beach. They also rent cabinas. Restaurant specializes in local Afro-Caribbean dishes and Mediterranean food. 3.7 / 5 rating on Google Maps  8.2 / 10 rating on Booking.com  3.5 / 5 rating on Tripadvisor
"Azul Bar and Grill - Playa Negra, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Negra,9.658264,-82.773112,2.195,pass,area_included:Playa Negra,array,+506 2750-2035,+50627502035,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7311559-Reviews-Azul_Beach_Club-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,https://www.facebook.com/AzulBarGrillcr/,2898935241958549311,2025-07-03,active,https://www.puertoviejosatellite.com/en/playa-negra/azul-bar-and-grill/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Restaurant, bar and beach club. Beach service starts at 6am daily. This popular restaurant also serves breakfast, lunch and dinner 7 days a week. Breakfast is included for hotel guests but others are welcome for a fee. They offer free access to high-speed fiber optic internet connection for customers."
"Beach Break Restaurant - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.651383,-82.738338,1.7,pass,area_included:Cocles,array,+506 8304 0043,+50683040043,,beachbreak_cocles,https://www.instagram.com/beachbreak_cocles,https://www.facebook.com/profile.php?id=100075594441491,10536491158093405826,2025-07-01,active,https://www.puertoviejosatellite.com/en/cocles/beach-break-restaurant/,,,,verified,true,2026-07-04,,,,,,,Restaurant and bar right across from Cocles Beach as well as some tables on the beach side of the road.
Cacao Huasi,restaurant,Puerto Viejo,9.656104,-82.755883,0.294,pass,area_included:Puerto Viejo,array,+506 8910 9318,+50689109318,,cacaohuasi,https://www.instagram.com/cacaohuasi,,1242408439996904931,2026-03-28,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cacao-huasi/,,,,verified,true,2026-07-04,,,,,,,"Chocolate classes, restaurant and cocktails"
Café Gustitos,restaurant,Puerto Viejo,9.656438,-82.754985,0.218,pass,area_included:Puerto Viejo,array,,,,,,,3787124603348818142,2026-02-15,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cafe-gustitos/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Casual restaurant right on the main street
Cafe Rico,restaurant,Puerto Viejo,9.657288,-82.752854,0.216,pass,area_included:Puerto Viejo,array,+506 2750 0510,+50627500510,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d3169883-Reviews-Cafe_Rico-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,cafericocostarica,https://www.instagram.com/cafericocostarica,https://www.facebook.com/CafeRicoCostaRica,5741623948918730601,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cafe-rico/,,,,verified,true,2026-07-04,,,,,,,"Coffee, breakfast, lunch, books and laundry."
Cafe Viejo,restaurant,Puerto Viejo,9.656812,-82.754323,0.193,pass,area_included:Puerto Viejo,array,+506 2750 0817,+50627500817,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d3850728-Reviews-Cafe_Viejo_Restaurante_Pizzeria-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,cafeviejo_cr,https://www.instagram.com/cafeviejo_cr,https://www.facebook.com/cafeviejocr,16024433122991526617,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cafe-viejo/,,,,verified,true,2026-07-04,,,,,,,Upscale Italian in an open air setting right in the center of Puerto Viejo
"Casa Rio Restaurant & Bar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.643846,-82.732171,2.649,pass,area_included:Cocles,array,+506 8582 4000,+50685824000,https://www.kqzyfj.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g1212465-d10811089-Reviews-Pause_Cafe_Rio_Negro-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,4666775397025577928,2025-10-01,active,https://www.puertoviejosatellite.com/en/cocles/casa-rio-restaurant-and-bar/,,,,removed,false,2026-07-04,+50685824000,,,,,,"Ceviche, fresh seafood, hamburgers, pizza, desserts, batidos. Lots of vegan options. Open for lunch and dinner. Live music often in the evenings. Previously called Cafe Rio Negro."
La Casita de Monli,restaurant,Puerto Viejo,9.656841,-82.753211,0.161,pass,area_included:Puerto Viejo,array,+506 8312 2619,+50683122619,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d3572894-Reviews-La_Casita_de_Monli_Bar_Restaurante_and_Grill-Puerto_Viejo_de_Talamanca_Province_o.html,lacasitademonli,https://www.instagram.com/lacasitademonli,https://www.facebook.com/Monli-Bar-Restaurante-Grill-243568139066901/,,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-casita-de-monli/,,,,verified,true,2026-07-04,,,,,,,Restaurant specializing in fresh seafood. Open for lunch and dinner.
Chaman Mercadito,restaurant,Puerto Viejo,9.657772,-82.754148,0.28,pass,area_included:Puerto Viejo,array,,,,chaman_mercadito,https://www.instagram.com/chaman_mercadito,https://www.facebook.com/chaman.mercadito,2968574655178095232,2025-11-08,active,https://www.puertoviejosatellite.com/en/puerto-viejo/chaman-mercadito/,,,,verified,true,2026-07-04,,,,,,,"Space which hosts several businesses including coffee, nightclub and restaurant."
"El Chante de Moncho - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.650339,-82.737091,1.864,pass,area_included:Cocles,array,+506 8314 7444,+50683147444,,elchantedemoncho,https://www.instagram.com/elchantedemoncho,,14914017430472405216,2025-12-15,active,https://www.puertoviejosatellite.com/en/cocles/el-chante-de-moncho/,,,,verified,true,2026-07-04,,,,,,,Restaurant serving Caribbean and Costa Rican typical dishes: casados and rice and beans plates with various options including vegetarian.
Chile Rojo,restaurant,Puerto Viejo,9.657533,-82.752881,0.242,pass,area_included:Puerto Viejo,array,+506 2750 0421,+50627500421,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d1509837-Reviews-Chile_Rojo-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,best_chile_rojo,https://www.instagram.com/best_chile_rojo,https://www.facebook.com/Chile-Rojo-92702585879/,2449275981368445735,2026-03-10,active,https://www.puertoviejosatellite.com/en/puerto-viejo/chile-rojo/,,,,verified,true,2026-07-04,+50683963247,,,,,,"Thai and asian fusion restaurant. Sushi bar. Many vegetarian and vegan options including thai curries, veggie burger and veggie sushi (ask). Great people watching on the main drag across from the beach and crafts market."
Chill and Cheese Snackbar,restaurant,Puerto Viejo,9.658864,-82.75098,0.462,pass,area_included:Puerto Viejo,array,+506 8959 0020,+50689590020,,,,https://www.facebook.com/profile.php?id=100063772622858,15977758811209084867,2026-03-06,active,https://www.puertoviejosatellite.com/en/puerto-viejo/chill-and-cheese-snackbar/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Burger restaurant. Also breakfast, tacos."
Cocomar Comida Caribeña,restaurant,Puerto Viejo,9.656989,-82.754747,0.237,pass,area_included:Puerto Viejo,array,+506 2750-3227,+50627503227,,cocomarpuertoviejo,https://www.instagram.com/cocomarpuertoviejo,,14967171326255452504,2026-02-26,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cocomar-comida-caribena/,,,,verified,true,2026-07-04,,,,,,,Small restaurant specializing in Caribbean cooking
Como en la Gloria,restaurant,Puerto Viejo,9.658707,-82.749128,0.587,pass,area_included:Puerto Viejo,array,+506 8584 8190,+50685848190,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g1212465-d13339992-Reviews-Como_en_la_Gloria-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,comoenlagloriapuertoviejo,https://www.instagram.com/comoenlagloriapuertoviejo,https://www.facebook.com/comoenlagloriapv,,2026-01-17,active,https://www.puertoviejosatellite.com/en/puerto-viejo/como-en-la-gloria/,,,,verified,true,2026-07-04,,,,,,,Restaurant specializing in Spanish dishes and seafood
De Gustibus Bakery,restaurant,Puerto Viejo,9.658911,-82.750145,0.522,pass,area_included:Puerto Viejo,array,+506 2756 8397,+50627568397,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7960369-Reviews-De_Gustibus_Bakery-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,bakerydegustibus,https://www.instagram.com/bakerydegustibus,https://www.facebook.com/degustibusbakery,9034432070677152199,2026-03-16,active,https://www.puertoviejosatellite.com/en/puerto-viejo/de-gustibus-bakery/,,,,verified,true,2026-07-04,,,,,,,"Serving coffee, breakfast and lunch (baked goods and sandwiches). Breads, croissants, cakes and pastries... eat in and to go"
La Esquina Boruca Pizzeria,restaurant,Puerto Viejo,9.657459,-82.753644,0.232,pass,area_included:Puerto Viejo,array,+506 2750 0180,+50627500180,,laesquinaboruca,https://www.instagram.com/laesquinaboruca,https://www.facebook.com/Pizza-Boruca-364111877122598/,6285696364079021471,2026-03-08,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-esquina-boruca-pizzeria/,,,,verified,true,2026-07-04,+50685821623,,,,,,"Pizza for delivery, take out and eat in."
"Gigi Beach - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.644572,-82.728105,3.013,pass,area_included:Cocles,array,+506 8383 2176,+50683832176,,wearegigibeach,https://www.instagram.com/wearegigibeach,https://www.facebook.com/wearegigibeach,6039954764509566896,2026-02-27,active,https://www.puertoviejosatellite.com/en/cocles/gigi-beach/,,,,verified,true,2026-07-04,,,,,,,Restaurant and beach club on the beach at Playa Cocles. Hang out poolside or on the beach loungers with drink and snack service or have a full meal in the restaurant.
Grow Beachfront Restaurant,restaurant,Puerto Viejo,9.657929,-82.75513,0.345,pass,area_included:Puerto Viejo,array,+506 8370 6334,+50683706334,,growpuertoviejo,https://www.instagram.com/growpuertoviejo,https://www.facebook.com/Grow.pv,11456769578958313273,2026-03-06,active,https://www.puertoviejosatellite.com/en/puerto-viejo/grow-beachfront-restaurant/,,,,verified,true,2026-07-04,,,,,,,"Beachfront vegetarian restaurant and bar. Serves breakfast, lunch, and dinner from a small menu. Crepes, burritos, bowls. Gluten-free options. Coffee, healthy mocktails, artesanal beer."
"GypSea Café - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.637357,-82.708049,5.351,pass,area_included:Playa Chiquita,array,+506 2750 2016,+50627502016,,gypsea_cafe,https://www.instagram.com/gypsea_cafe,https://www.facebook.com/gypseaplayachiquita,,2025-07-21,active,https://www.puertoviejosatellite.com/en/playa-chiquita/gypsea-cafe/,,,,verified,true,2026-07-04,,,,,,,Farm to table restaurant with organic ingredients. Catering to omnivores with a great selection for vegetarians. Open for breakfast and lunch.
Hot Rocks,restaurant,Puerto Viejo,9.657505,-82.753948,0.245,pass,area_included:Puerto Viejo,array,+506 8708 3183,+50687083183,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7129145-Reviews-Hot_Rocks_Restaurant_Bar_Bands_Musicians-Puerto_Viejo_de_Talamanca_Province_of_Li.html,hotrocks,https://www.instagram.com/hotrocks/,https://www.facebook.com/HOT-ROCKS-228927457295616,17658715504289400300,2026-02-04,active,https://www.puertoviejosatellite.com/en/puerto-viejo/hot-rocks/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,+50689258158,,,,,,"Food, cold drinks & live music. All right in the center of town.  Wifi. Tables are wired with charging stations. Bilingual staff: English and Spanish."
"Il Fiore Rosso - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.651089,-82.738019,1.742,pass,area_included:Cocles,array,+506 8402 3939,+50684023939,,ilfiorerossocr,https://www.instagram.com/ilfiorerossocr,,16900161777165927286,2025-12-15,active,https://www.puertoviejosatellite.com/en/cocles/il-fiore-rosso/,,,,verified,true,2026-07-04,,,,,,,"Italian restaurant with pasta, pizza and paninis."
Island City Wingz N Tingz,restaurant,Puerto Viejo,9.658425,-82.751827,0.373,pass,area_included:Puerto Viejo,array,+506 7253 1188,+50672531188,,,,https://www.facebook.com/Islandcityenglish,4325961701237139165,2026-02-17,active,https://www.puertoviejosatellite.com/en/puerto-viejo/island-city-wingz-n-tingz/,,,,removed,false,2026-07-04,,,,,,,Authentic American southern fried chicken and soul food with an fusion of authentic Jamaican & Belizean cuisine.
Joe Snack Point,restaurant,Puerto Viejo,9.653914,-82.754626,0.22,pass,area_included:Puerto Viejo,array,+506 2750 0379,+50627500379,,,,https://www.facebook.com/joe.snackpoint,13515529363295537137,2026-03-09,active,https://www.puertoviejosatellite.com/en/puerto-viejo/joe-snack-point/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Casual restaurant and take out
KOKi Beach,restaurant,Puerto Viejo,9.657552,-82.752671,0.249,pass,area_included:Puerto Viejo,array,+506 8505 9191,+50685059191,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d1593118-Reviews-KOKi_Beach_Restaurant_Bar-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,kokibeach,https://www.instagram.com/kokibeach,https://www.facebook.com/KOKIBEACH,94575443808973745,2026-02-28,active,https://www.puertoviejosatellite.com/en/puerto-viejo/koki-beach/,,,,verified,true,2026-07-04,+50685059191,,,,,,Beach front Bar and Restaurant. Latin Fusion food. Overlooks street and beach. Great for people watching. Winner of a national award for improving the quality of life in Costa Rica for their contributions to the environment and community.
"La Leyenda de L'Antico Forno en El Establo de Bruce - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.637206,-82.708053,5.357,pass,area_included:Playa Chiquita,array,,,https://www.kqzyfj.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d17535993-Reviews-La_Leyenda_de_L_Antico_Forno_en_El_Establo_de_Bruce-Puerto_Viejo_de_Talamanca_Pr.html,la_leyenda_pizzeria,https://www.instagram.com/la_leyenda_pizzeria,,9490671975575104119,2025-08-19,active,https://www.puertoviejosatellite.com/en/playa-chiquita/la-leyenda-de-lantico-forno-en-el-establo-de-bruce/,,,,verified,true,2026-07-04,,,,,,,Traditional Italian wood-fired pizza & grilled meats cooked slowly in the open fire.
Lidia's Place,restaurant,Puerto Viejo,9.656085,-82.752147,0.148,pass,area_included:Puerto Viejo,array,+506 2750 0598,+50627500598,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d1975179-Reviews-Restaurante_Lidia_s_Place-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,lidiasplace,https://www.instagram.com/lidiasplace/,,17217796188356524660,2026-02-06,active,https://www.puertoviejosatellite.com/en/puerto-viejo/lidias-place/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,Casual restaurant serving Caribbean food favorites. Long time local favorite since 1996.
"Lizzie 1872 - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.644204,-82.732777,2.571,pass,area_included:Cocles,array,,,,1872restaurant_,https://www.instagram.com/1872restaurant_,,9175324429067544765,2025-08-20,active,https://www.puertoviejosatellite.com/en/cocles/lizzie-1872/,,,,verified,true,2026-07-04,,,,,,,Restaurant serving Caribbean specialities such as oxtail and patacones. In the space where Soda Johanna used to be. This branch opened in Cocles in 2024; the original location in Limón continues as well.
Madre Tierra,restaurant,Puerto Viejo,9.657614,-82.755151,0.319,pass,area_included:Puerto Viejo,array,+506 2750 2083,+50627502083,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d6457445-Reviews-Madre_Tierra-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,madretierra,https://www.instagram.com/madretierra/,https://www.facebook.com/madretierrapuerto,18001671055676159782,2026-02-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/madre-tierra/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"Cocktails, restaurant and bar. Variety of food including Caribbean, Latin, Seafood, Costa Rican, Fusion and Vegetarian."
McCloud's Munchies,restaurant,Puerto Viejo,9.658811,-82.751462,0.429,pass,area_included:Puerto Viejo,array,,,,mccloudsmunchies,https://www.instagram.com/mccloudsmunchies,,15751918209348819421,2025-12-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/mcclouds-munchies/,,,,verified,true,2026-07-04,,,,,,,Caribbean food cart
"Mixta Comida y Cócteles - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.638235,-82.712186,4.895,pass,area_included:Playa Chiquita,array,,,,mixtacr,https://www.instagram.com/mixtacr,https://www.facebook.com/profile.php?id=61563006388222,14864163845916515215,2025-11-02,active,https://www.puertoviejosatellite.com/en/playa-chiquita/mixta-comida-y-cocteles/,,,,verified,true,2026-07-04,,,,,,,"Mexican inspired patio restaurant.
Small plates to share, tacos, handmade tortillas. Excellent tequila and mezcal cocktails. Relaxed vibe with eclectic playlist."
Nanku,restaurant,Puerto Viejo,9.65783,-82.754206,0.288,pass,area_included:Puerto Viejo,array,+506 8835 4041,+50688354041,,nanku.puertoviejo,https://www.instagram.com/nanku.puertoviejo,,8398495366730310888,2026-03-05,active,https://www.puertoviejosatellite.com/en/puerto-viejo/nanku/,,,,verified,true,2026-07-04,,,,,,,"Restaurant open for breakfast, lunch and dinner. Espresso drinks, cocktails and a wide variety of food offers. Located inside Chaman Mercadito."
"La Nena - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.64465,-82.729846,2.835,pass,area_included:Cocles,array,+506 2537 9791,+50625379791,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g1212465-d10495635-Reviews-La_Nena-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,https://www.facebook.com/LaNenaCocles,9689238987282057380,2025-11-22,active,https://www.puertoviejosatellite.com/en/cocles/la-nena/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,+50625379791,,,,,,Casual Caribbean style restaurant offering fresh seafood and other dishes. Outdoor seating. Vegetarian friendly.
"Otra Vez - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.638966,-82.71295,4.786,pass,area_included:Playa Chiquita,array,+506 2750 0162,+50627500162,,otravezplayachiquita,https://www.instagram.com/otravezplayachiquita,,14004683085019934949,2026-02-19,active,https://www.puertoviejosatellite.com/en/playa-chiquita/otra-vez/,,,,verified,true,2026-07-04,,,,,,,Family owned and operated restaurant located in Playa Chiquita specializing in fusion flavors made from fresh ingredients
"El Pampa Asador - Playa Negra, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Negra,9.654963,-82.765915,1.384,pass,area_included:Playa Negra,array,+506 6274 1880,+50662741880,,,,,1774712170744498946,2025-10-01,active,https://www.puertoviejosatellite.com/en/playa-negra/el-pampa-asador/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Restaurant, bakery and chicken rostería."
La Parada Cafeteria,restaurant,Puerto Viejo,9.656646,-82.756,0.327,pass,area_included:Puerto Viejo,array,+506 2750 0558,+50627500558,,,,,17702928579971376532,2026-01-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-parada-cafeteria/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Cafe, restaurant and souvenir stand at the main Puerto Viejo bus stop where you can get souvenirs, coffee, snacks, batidos or a meal while waiting for your bus."
Paradise Comida Caribeña,restaurant,Puerto Viejo,9.656389,-82.754675,0.187,pass,area_included:Puerto Viejo,array,+506 8467 3550,+50684673550,,paradisepuertoviejo,https://www.instagram.com/paradisepuertoviejo,,14475003202983918509,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/paradise-comida-caribena/,,,,verified,true,2026-07-04,,,,,,,Restaurant serving up Caribbean specialities
"Pecora Nera - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.64402,-82.729111,2.938,pass,area_included:Cocles,array,+506 8402 2335,+50684022335,,lapecoraneracr,https://www.instagram.com/lapecoraneracr,,,2025-08-17,active,https://www.puertoviejosatellite.com/en/cocles/pecora-nera/,,,,verified,true,2026-07-04,+50684022335,,,,,,Italian owned and operated Italian restaurant. Extensive wine list.
"Pizzeria Pulcinella - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.638203,-82.711634,4.952,pass,area_included:Playa Chiquita,array,+506 2756 8274,+50627568274,,elnidoepulecenella,https://www.instagram.com/elnidoepulecenella,https://www.facebook.com/Pizzeria-Pulcinella-863229423731178/,16086292581675314185,2025-09-03,active,https://www.puertoviejosatellite.com/en/playa-chiquita/pizzeria-pulcinella/,,,,verified,true,2026-07-04,,,,,,,Pizza and other Italian and Mediterranean dishes. Pizza prepared in a wood-fired brick oven. Located at El Nido Jungle Lodge.
The Point Smash Burgers,restaurant,Puerto Viejo,9.656961,-82.754354,0.209,pass,area_included:Puerto Viejo,array,+506 2756 8491,+50627568491,,thepoint.pv,https://www.instagram.com/thepoint.pv,https://www.facebook.com/profile.php?id=61572556746683,4697431774628734956,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/the-point-smash-burgers/,,,,verified,true,2026-07-04,,,,,,,Restaurant serving up burgers and fries in a kitschy space on main st.
Port Vell,restaurant,Puerto Viejo,9.656562,-82.75548,0.272,pass,area_included:Puerto Viejo,array,+506 6038 8624,+50660388624,https://www.dpbolvw.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d8619430-Reviews-Port_Vell-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,portvellcr,https://www.instagram.com/portvellcr,,2996335063703875502,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/port-vell/,,,,verified,true,2026-07-04,,,,,,,"A breakfast, brunch and lunch restaurant in the heart of Puerto Viejo. Homemade recipes with locally sourced ingredients. Vegan and vegetarian options. Coffees (homemade plant-based milks), smoothies, espresso and lot's more. They also have board and card games. You can rent the space for private events."
Puerto Pirata,restaurant,Puerto Viejo,9.657761,-82.755307,0.343,pass,area_included:Puerto Viejo,array,+506 2750 0459,+50627500459,https://www.tkqlhce.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d3930312-Reviews-Puerto_Pirata_Beach-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,puertopirata.tikibar,https://www.instagram.com/puertopirata.tikibar,https://www.facebook.com/puertopirata.tikibar,15140435167806983758,2026-04-03,active,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-pirata/,,,,verified,true,2026-07-04,,,,,,,"Meals, snacks, coffee and batidos on the porch in a chill location overlooking the sea. Evenings becomes the Tiki Bar with cocktail specials. Menu has vegetarian, vegan and sustainable seafood only; no meat."
"Pura Gula Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.638323,-82.712402,4.869,pass,area_included:Playa Chiquita,array,+506 8634 6404,+50686346404,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d2193443-Reviews-Pura_Gula-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,puragularestaurante,https://www.instagram.com/puragularestaurante,https://www.facebook.com/pages/Pura-Gula-restaurant/238614606151459,,2025-08-30,active,https://www.puertoviejosatellite.com/en/playa-chiquita/pura-gula-restaurant/,,,,verified,true,2026-07-04,,,,,,,Healthy slow food restaurant and catering service.
"Que Quilombo - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.639004,-82.715306,4.547,pass,area_included:Playa Chiquita,array,+506 6028 0423,+50660280423,https://www.jdoqocy.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g12673094-d15644592-Reviews-Que_Quilombo-Playa_Chiquita_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,quequilombo.cr,https://www.instagram.com/quequilombo.cr,https://www.facebook.com/quequilombopv,16434729007440247088,2025-07-01,active,https://www.puertoviejosatellite.com/en/playa-chiquita/que-quilombo/,,,,verified,true,2026-07-04,,,,,,,Argentinian restaurant specializing in steak and pizza.
"El Refugio Grill - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",restaurant,Punta Uva,9.634155,-82.684414,7.912,pass,area_included:Punta Uva,array,+506 2759 9007,+50627599007,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d1537456-Reviews-El_Refugio_Grill-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,elrefugiogrill,https://www.instagram.com/elrefugiogrill/,https://www.facebook.com/elrefugiogrill,17060511891850618747,2025-07-31,active,https://www.puertoviejosatellite.com/en/punta-uva/el-refugio-grill/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,+50687483251,,,,,,"Small and intimate Argentinian restaurant.  For dinner there is a simple menu that changes daily usually with steak, seafood and pasta. At lunch it is called Burger Stop with quicker, simpler fare."
"Reggae Chill - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.65257,-82.739493,1.546,pass,area_included:Cocles,array,+506 7038 6231,+50670386231,,reggaechill,https://www.instagram.com/reggaechill,https://www.facebook.com/reggaechillrestaurant,15379756172704945472,2025-08-22,active,https://www.puertoviejosatellite.com/en/cocles/reggae-chill/,,,,verified,true,2026-07-04,,,,,,,"Relaxed restaurant and bar directly across from Cocles beach. Breakfast, lunch and dinner. Wifi."
Restaurante Bar Tamara,restaurant,Puerto Viejo,9.657281,-82.753849,0.218,pass,area_included:Puerto Viejo,array,,,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d2316363-Reviews-Restaurante_Tamara-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,tamararestaurante,https://www.instagram.com/tamararestaurante,,4015454567044906676,2026-03-07,active,https://www.puertoviejosatellite.com/en/puerto-viejo/restaurante-bar-tamara/,,,,verified,true,2026-07-04,,,,,,,"Upstairs is a quaint little local style bar. Downstairs is the restaurant. Bar is ideal for people looking for a comfortable place where locals drink.  In the bar, food is also available from restaurant downstairs. Parking available across the street."
