business_name,category,area,latitude,longitude,distance_km,geofilter,geofilter_reason,coordinate_source,phone,normalized_phone,website,instagram_handle,instagram_url,facebook_url,google_maps_cid,verified_date,operating_status,url,instagram_enrich_source,instagram_enrich_date,instagram_enrich_confidence
"Casa Eden Jungle Apartments - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.638454,-82.73546,2.716,pass,area_included:Cocles,array,,,,,,,16717641602858318859,2025-08-18,active,https://www.puertoviejosatellite.com/en/cocles/casa-eden-jungle-apartments/,,,
"Casa Margarita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.644294,-82.731428,2.697,pass,area_included:Cocles,array,,,,,,,,2025-08-13,active,https://www.puertoviejosatellite.com/en/cocles/casa-margarita/,,,
"Casa Mariposa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.64303,-82.728521,3.045,pass,area_included:Cocles,array,,,https://vrbo.com/affiliate/4rIZLYi,,,,,2025-03-01,active,https://www.puertoviejosatellite.com/en/cocles/casa-mariposa/,,,
"Casa Modí - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.644378,-82.72886,2.946,pass,area_included:Cocles,array,,,,,,,5659125372219148881,2025-08-12,active,https://www.puertoviejosatellite.com/en/cocles/casa-modi/,,,
"La Casita de Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.644659,-82.732008,2.622,pass,area_included:Cocles,array,,,,,,,,2025-08-10,active,https://www.puertoviejosatellite.com/en/cocles/la-casita-de-cocles/,,,
"Los Continentes - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.643081,-82.726538,3.238,pass,area_included:Cocles,array,+506 2759 9263,+50627599263,,,,,,2025-08-24,active,https://www.puertoviejosatellite.com/en/cocles/los-continentes/,,,
"Dano's Cabano - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.652565,-82.739626,1.532,pass,area_included:Cocles,array,+506 8552-7889,+50685527889,,,,,13596874059691247570,2025-08-24,active,https://www.puertoviejosatellite.com/en/cocles/danos-cabano/,,,
"David Valley Houses - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.639729,-82.731954,2.918,pass,area_included:Cocles,array,,,,,,,17610491409749030649,2025-07-01,active,https://www.puertoviejosatellite.com/en/cocles/david-valley-houses/,,,
"La Finca Chica - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.642295,-82.733504,2.614,pass,area_included:Cocles,array,+506 2750-1919,+50627501919,,fincachica,https://www.instagram.com/fincachica,https://www.facebook.com/FincaChicaHotel,15662198641513996653,2025-12-31,active,https://www.puertoviejosatellite.com/en/cocles/la-finca-chica/,,,
"Finca Valeria Treehouses - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.61929,-82.734506,4.513,pass,area_included:Cocles,array,+506 4105 1880,+50641051880,,,,,8420081138501081482,2025-07-31,active,https://www.puertoviejosatellite.com/en/cocles/finca-valeria-treehouses/,,,
"Flor del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.642367,-82.72718,3.209,pass,area_included:Cocles,array,+506 6260 7426,+50662607426,,,,https://www.facebook.com/flordelcaribecr,,2025-05-01,active,https://www.puertoviejosatellite.com/en/cocles/flor-del-caribe/,,,
"Habitat Vacation Rentals - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.644206,-82.732803,2.569,pass,area_included:Cocles,array,+506 8839 2644,+50688392644,,habitatpuertoviejo,https://www.instagram.com/habitatpuertoviejo,https://www.facebook.com/habitatvacationrentals,,2025-09-01,active,https://www.puertoviejosatellite.com/en/cocles/habitat-vacation-rentals/,,,
"Ocean's Breeze Apartment and Rooms - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.647709,-82.741505,1.55,pass,area_included:Cocles,array,+506 8320 0078,+50683200078,,,,https://www.facebook.com/Ocean-Breeze-Apartment-Playa-Cocles-102788621668533/,12871095951792514227,2025-12-16,active,https://www.puertoviejosatellite.com/en/cocles/oceans-breeze-apartment-and-rooms/,,,
"Las Palomas - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.63869,-82.726775,3.451,pass,area_included:Cocles,array,+506 2750 0262,+50627500262,,,,,,2025-08-19,active,https://www.puertoviejosatellite.com/en/cocles/las-palomas/,,,
"La Perla del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.653275,-82.741625,1.301,pass,area_included:Cocles,array,,,,,,,,2025-08-28,active,https://www.puertoviejosatellite.com/en/cocles/la-perla-del-caribe/,,,
"Terrazas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.648837,-82.740545,1.577,pass,area_included:Cocles,array,+506 2750 3084,+50627503084,,terrazasdelcaribehotel,https://www.instagram.com/terrazasdelcaribehotel,https://www.facebook.com/terrazas.caribe,15602414082115305191,2026-03-04,active,https://www.puertoviejosatellite.com/en/cocles/terrazas-del-caribe/,,,
"Treevana - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.626494,-82.722183,4.687,pass,area_included:Cocles,array,,,,treevana_cr,https://www.instagram.com/treevana_cr,https://www.facebook.com/tree.vana.7,8441660170222933820,2025-08-26,active,https://www.puertoviejosatellite.com/en/cocles/treevana/,,,
"El Tucán Feliz - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.643783,-82.7336,2.516,pass,area_included:Cocles,array,+506 6312 1025,+50663121025,,eltucanfeliz,https://www.instagram.com/eltucanfeliz,,11607384494912146716,2025-12-30,active,https://www.puertoviejosatellite.com/en/cocles/el-tucan-feliz/,,,
"Villa Aurora - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.645565,-82.734713,2.312,pass,area_included:Cocles,array,+506 8823 9450,+50688239450,,,,https://www.facebook.com/profile.php?id=100063657066891,,2025-08-01,active,https://www.puertoviejosatellite.com/en/cocles/villa-aurora/,,,
"Villa Elita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.642555,-82.734729,2.487,pass,area_included:Cocles,array,+506 8705 4250,+50687054250,,,,,3811950339808245976,2025-08-11,active,https://www.puertoviejosatellite.com/en/cocles/villa-elita/,,,
"Villa Laurel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.642731,-82.728363,3.075,pass,area_included:Cocles,array,+506 8480 3667,+50684803667,,,,https://www.facebook.com/VillaLaurelCostaRica,,2025-07-27,active,https://www.puertoviejosatellite.com/en/cocles/villa-laurel/,,,
"Villa Rameen - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.649352,-82.73656,1.954,pass,area_included:Cocles,array,,,,,,,,2025-08-27,active,https://www.puertoviejosatellite.com/en/cocles/villa-rameen/,,,
"Villas Lomas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.63661,-82.723555,3.873,pass,area_included:Cocles,array,+506 2750 3084,+50627503084,,lomasdelcaribevillas,https://www.instagram.com/lomasdelcaribevillas,,8862541351972983241,2025-07-27,active,https://www.puertoviejosatellite.com/en/cocles/villas-lomas-del-caribe/,,,
"Aloki Village - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.636488,-82.70759,5.434,pass,area_included:Playa Chiquita,array,+506 6058 5371,+50660585371,,,,,11129113619647704846,2025-09-10,active,https://www.puertoviejosatellite.com/en/playa-chiquita/aloki-village/,,,
"Angler's Lair - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.636839,-82.710046,5.171,pass,area_included:Playa Chiquita,array,+506 8956 8669,+50689568669,,wahoovacations,https://www.instagram.com/wahoovacations,,,2026-01-09,active,https://www.puertoviejosatellite.com/en/playa-chiquita/anglers-lair/,,,
"Caribbean Courtyard Villa - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.635261,-82.71223,5.028,pass,area_included:Playa Chiquita,array,+506 8880 4954,+50688804954,,,,,14240005590269620796,2025-06-01,active,https://www.puertoviejosatellite.com/en/playa-chiquita/caribbean-courtyard-villa/,,,
"Casa Ambar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.635703,-82.71299,4.932,pass,area_included:Playa Chiquita,array,,,,,,,,2025-09-01,active,https://www.puertoviejosatellite.com/en/playa-chiquita/casa-ambar/,,,
"Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.638825,-82.712999,4.787,pass,area_included:Playa Chiquita,array,+506 6242 2403,+50662422403,,,,,,2025-09-14,active,https://www.puertoviejosatellite.com/en/playa-chiquita/casa-jungle-love/,,,
"Casa Moabi - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.638323,-82.71673,4.436,pass,area_included:Playa Chiquita,array,+506 8539 7578,+50685397578,,casa_moabi,https://www.instagram.com/casa_moabi,,9516383767938620040,2025-08-26,active,https://www.puertoviejosatellite.com/en/playa-chiquita/casa-moabi/,,,
"Casa Osos Caribeños - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.635819,-82.712595,4.965,pass,area_included:Playa Chiquita,array,+506 6008 9241,+50660089241,,,,,6876276989579196961,2025-03-15,active,https://www.puertoviejosatellite.com/en/playa-chiquita/casa-osos-caribenos/,,,
"Casas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.637508,-82.707508,5.4,pass,area_included:Playa Chiquita,array,+506 2750-0437,+50627500437,,casasdelcaribe,https://www.instagram.com/casasdelcaribe,https://www.facebook.com/casasdelcaribe,,2025-09-08,active,https://www.puertoviejosatellite.com/en/playa-chiquita/casas-del-caribe/,,,
"Casas La Selvatica - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.636382,-82.712009,4.996,pass,area_included:Playa Chiquita,array,+506 8719 1211,+50687191211,,laselvaticacostarica,https://www.instagram.com/laselvaticacostarica,https://www.facebook.com/CasasLaSelvatica,,2025-08-18,active,https://www.puertoviejosatellite.com/en/playa-chiquita/casas-la-selvatica/,,,
"Chiquita Escondida - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.642955,-82.719006,4.006,pass,area_included:Playa Chiquita,array,+506 8956 8669,+50689568669,,,,,5961957804184993948,2025-09-01,active,https://www.puertoviejosatellite.com/en/playa-chiquita/chiquita-escondida/,,,
"Luna Caribeña Village - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.638175,-82.712842,4.831,pass,area_included:Playa Chiquita,array,+506 2750 0889,+50627500889,,,,https://www.facebook.com/Luna-Caribe%C3%B1a-Village-163290103683691/,5703354943109126310,2025-08-29,active,https://www.puertoviejosatellite.com/en/playa-chiquita/luna-caribena-village/,,,
"Pura Bali Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.641589,-82.722633,3.696,pass,area_included:Playa Chiquita,array,,,,purabalivillas,https://www.instagram.com/purabalivillas,https://www.facebook.com/purabalivillas,17671006442397185195,2025-07-15,active,https://www.puertoviejosatellite.com/en/playa-chiquita/pura-bali-villas/,,,
"Tres Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.637067,-82.715164,4.651,pass,area_included:Playa Chiquita,array,+506 6008 9241,+50660089241,,,,,17306174628636276319,2026-02-19,active,https://www.puertoviejosatellite.com/en/playa-chiquita/tres-lodge/,,,
"Up! House - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.639927,-82.713878,4.651,pass,area_included:Playa Chiquita,array,+506 8693 0134,+50686930134,,uphousecostarica,https://www.instagram.com/uphousecostarica,https://www.facebook.com/UpHouseCostaRica,,2025-08-15,active,https://www.puertoviejosatellite.com/en/playa-chiquita/up-house/,,,
"Uva Blue Jungle Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.637272,-82.71315,4.841,pass,area_included:Playa Chiquita,array,+506 2759 9340,+50627599340,,uvabluevillas,https://www.instagram.com/uvabluevillas,https://www.facebook.com/uvabluevillas,9838950680602433731,2025-08-12,active,https://www.puertoviejosatellite.com/en/playa-chiquita/uva-blue-jungle-villas/,,,
"Villa Cabú - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.635421,-82.709558,5.285,pass,area_included:Playa Chiquita,array,,,https://vrbo.com/affiliate/SHXg7os,,,,,2025-11-28,active,https://www.puertoviejosatellite.com/en/playa-chiquita/villa-cabu/,,,
"Villa Casa Azul y Arena Blanca Apartamentos - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.637466,-82.708254,5.326,pass,area_included:Playa Chiquita,array,+506 8655 1292,+50686551292,,,,,15567706438348473704,2025-12-10,active,https://www.puertoviejosatellite.com/en/playa-chiquita/villa-casa-azul-y-arena-blanca-apartamentos/,,,
"Villa del Mar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9.643667,-82.721763,3.695,pass,area_included:Playa Chiquita,array,,,,,,,,2025-08-05,active,https://www.puertoviejosatellite.com/en/playa-chiquita/villa-del-mar/,,,
"Big Tree Wildlife Refuge - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.630268,-82.688628,7.62,pass,area_included:Punta Uva,array,+506 8879-9191,+50688799191,,bigtree.costarica,https://www.instagram.com/bigtree.costarica,https://www.facebook.com/bigtreecostarica,,2026-05-08,active,https://www.puertoviejosatellite.com/en/punta-uva/big-tree-wildlife-refuge/,,,
"Bungalows Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.637161,-82.692192,6.999,pass,area_included:Punta Uva,array,+506 4000 0831,+50640000831,,bungalows_puntauva,https://www.instagram.com/bungalows_puntauva,https://www.facebook.com/bungalowspntauva,15942771352384167456,2025-09-19,active,https://www.puertoviejosatellite.com/en/punta-uva/bungalows-punta-uva/,,,
"Casa Cielo - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.636924,-82.699128,6.284,pass,area_included:Punta Uva,array,,,https://vrbo.com/affiliate/BxWlArK,,,,6374413444850813378,2025-09-04,active,https://www.puertoviejosatellite.com/en/punta-uva/casa-cielo/,,,
"Casa de la Musa - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.638048,-82.700937,6.056,pass,area_included:Punta Uva,array,,,,,,,17194360818099045148,2024-09-15,active,https://www.puertoviejosatellite.com/en/punta-uva/casa-de-la-musa/,,,
"Casa De La Trepada - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.633378,-82.70163,6.171,pass,area_included:Punta Uva,array,,,,,,,2127018088757720546,2025-08-01,active,https://www.puertoviejosatellite.com/en/punta-uva/casa-de-la-trepada/,,,
"Casa Matix - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.640245,-82.690987,7.036,pass,area_included:Punta Uva,array,,,,,,,2878562505584101773,2025-09-11,active,https://www.puertoviejosatellite.com/en/punta-uva/casa-matix/,,,
"Casa Viva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.636408,-82.697632,6.458,pass,area_included:Punta Uva,array,+506 2750 0089,+50627500089,,casavivalodge,https://www.instagram.com/casavivalodge,,16462037703900023129,2025-12-04,active,https://www.puertoviejosatellite.com/en/punta-uva/casa-viva/,,,
"Dragonfly Beach Retreat - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.637313,-82.702063,5.966,pass,area_included:Punta Uva,array,+506 6128 7817,+50661287817,,dragonflybeachretreats,https://www.instagram.com/dragonflybeachretreats,https://www.facebook.com/dragonflybeachretreat,16775548705300829933,2025-09-16,active,https://www.puertoviejosatellite.com/en/punta-uva/dragonfly-beach-retreat/,,,
"Ginger and Cacao - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.634775,-82.701272,6.147,pass,area_included:Punta Uva,array,,,,,,,,2025-09-01,active,https://www.puertoviejosatellite.com/en/punta-uva/ginger-and-cacao/,,,
"Olguita's Place - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.642876,-82.685739,7.536,pass,area_included:Punta Uva,array,+506 8301 4989,+50683014989,,olguitasplace,https://www.instagram.com/olguitasplace,https://www.facebook.com/olguitas.place,8905623640105890404,2025-08-25,active,https://www.puertoviejosatellite.com/en/punta-uva/olguitas-place/,,,
"Our Beachfront Bungalow - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.640521,-82.690464,7.084,pass,area_included:Punta Uva,array,+506 8591 6292,+50685916292,,,,,10207460585524901017,2025-09-08,active,https://www.puertoviejosatellite.com/en/punta-uva/our-beachfront-bungalow/,,,
"Los Proyectos Moderno - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.603477,-82.701496,8.099,pass,area_included:Punta Uva,array,,,,losproyectos,https://www.instagram.com/losproyectos,https://www.facebook.com/losproyectosmoderno,,2025-04-01,active,https://www.puertoviejosatellite.com/en/punta-uva/los-proyectos-moderno/,,,
"Villa Soleil et Paquerette - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.641196,-82.688618,7.264,pass,area_included:Punta Uva,array,+506 6348 7049,+50663487049,,soleil_paquerette,https://www.instagram.com/soleil_paquerette,,14170683448288584492,2025-08-29,active,https://www.puertoviejosatellite.com/en/punta-uva/villa-soleil-et-paquerette/,,,
"Villas Itaita - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.63689,-82.701228,6.068,pass,area_included:Punta Uva,array,+506 6455 2363,+50664552363,,,,https://www.facebook.com/villasitaita,176499380080555804,2025-01-23,active,https://www.puertoviejosatellite.com/en/punta-uva/villas-itaita/,,,
"Wabi Sabi - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,9.640399,-82.68972,7.167,pass,area_included:Punta Uva,array,+506 6332 2140,+50663322140,,,,,6415805193363578026,2025-09-12,active,https://www.puertoviejosatellite.com/en/punta-uva/wabi-sabi/,,,
"Finca Don Litos - Hone Creek, Limón, Costa Rica",vacation_rental,Hone Creek,9.64782,-82.785292,3.607,pass,area_included:Hone Creek,array,+506 8536 6430,+50685366430,,,,https://www.facebook.com/Finca-Don-Litos-194849804622780/,15727569979150542837,2025-04-22,active,https://www.puertoviejosatellite.com/en/hone-creek/finca-don-litos/,,,
"Villas Diwo - Hone Creek, Limón, Costa Rica",vacation_rental,Hone Creek,9.648052,-82.784814,3.55,pass,area_included:Hone Creek,array,+506 8685 4500,+50686854500,,villasdiwo,https://www.instagram.com/villasdiwo,https://www.facebook.com/villasdiwo,5114266921704520486,2026-02-18,active,https://www.puertoviejosatellite.com/en/hone-creek/villas-diwo/,,,
Gigi O Restaurant,restaurant,Puerto Viejo,9.658296,-82.752243,0.342,pass,area_included:Puerto Viejo,array,+506 8676 7889,+50686767889,https://wearegigi.com/gigi-o,wearegigio,https://www.instagram.com/wearegigio,https://www.facebook.com/wearegigio,4732141069441829785,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/gigi-o-restaurant/,,,
"Tasty Waves Cantina - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.653481,-82.740798,1.387,pass,area_included:Cocles,array,+506 2750 0507,+50627500507,https://www.tastydayz.com/cantina,tastywavescantina,https://www.instagram.com/tastywavescantina,https://www.facebook.com/TastyWavesCantina,10844386752467925201,2026-02-19,active,https://www.puertoviejosatellite.com/en/cocles/tasty-waves-cantina/,,,
Amimodo Restaurant,restaurant,Puerto Viejo,9.659093,-82.750472,0.515,pass,area_included:Puerto Viejo,array,+506 2750 0257,+50627500257,,restauranteamimodo,https://www.instagram.com/restauranteamimodo,https://www.facebook.com/restauranteamimodo,14941158757917200222,2026-03-12,active,https://www.puertoviejosatellite.com/en/puerto-viejo/amimodo-restaurant/,,,
"Arrecife Hotel y Restaurante - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",restaurant,Punta Uva,9.640322,-82.690675,7.067,pass,area_included:Punta Uva,array,+506 2759 9200,+50627599200,,arrecifepuntauva,https://www.instagram.com/arrecifepuntauva,https://www.facebook.com/ArrecifePU,3477422119483013906,2026-02-17,active,https://www.puertoviejosatellite.com/en/punta-uva/arrecife-hotel-y-restaurante/,,,
"Azul Bar and Grill - Playa Negra, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Negra,9.658264,-82.773112,2.195,pass,area_included:Playa Negra,array,+506 2750-2035,+50627502035,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7311559-Reviews-Azul_Beach_Club-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,https://www.facebook.com/AzulBarGrillcr/,2898935241958549311,2025-07-03,active,https://www.puertoviejosatellite.com/en/playa-negra/azul-bar-and-grill/,,,
"Beach Break Restaurant - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.651383,-82.738338,1.7,pass,area_included:Cocles,array,+506 8304 0043,+50683040043,,beachbreak_cocles,https://www.instagram.com/beachbreak_cocles,https://www.facebook.com/profile.php?id=100075594441491,10536491158093405826,2025-07-01,active,https://www.puertoviejosatellite.com/en/cocles/beach-break-restaurant/,,,
Cacao Huasi,restaurant,Puerto Viejo,9.656104,-82.755883,0.294,pass,area_included:Puerto Viejo,array,+506 8910 9318,+50689109318,,cacaohuasi,https://www.instagram.com/cacaohuasi,,1242408439996904931,2026-03-28,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cacao-huasi/,,,
Café Gustitos,restaurant,Puerto Viejo,9.656438,-82.754985,0.218,pass,area_included:Puerto Viejo,array,,,,,,,3787124603348818142,2026-02-15,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cafe-gustitos/,,,
Cafe Rico,restaurant,Puerto Viejo,9.657288,-82.752854,0.216,pass,area_included:Puerto Viejo,array,+506 2750 0510,+50627500510,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d3169883-Reviews-Cafe_Rico-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,cafericocostarica,https://www.instagram.com/cafericocostarica,https://www.facebook.com/CafeRicoCostaRica,5741623948918730601,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cafe-rico/,,,
Cafe Viejo,restaurant,Puerto Viejo,9.656812,-82.754323,0.193,pass,area_included:Puerto Viejo,array,+506 2750 0817,+50627500817,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d3850728-Reviews-Cafe_Viejo_Restaurante_Pizzeria-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,cafeviejo_cr,https://www.instagram.com/cafeviejo_cr,https://www.facebook.com/cafeviejocr,16024433122991526617,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cafe-viejo/,,,
"Casa Rio Restaurant & Bar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.643846,-82.732171,2.649,pass,area_included:Cocles,array,+506 8582 4000,+50685824000,https://www.kqzyfj.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g1212465-d10811089-Reviews-Pause_Cafe_Rio_Negro-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,rionegrocr,https://www.instagram.com/rionegrocr,,4666775397025577928,2025-10-01,active,https://www.puertoviejosatellite.com/en/cocles/casa-rio-restaurant-and-bar/,,,
La Casita de Monli,restaurant,Puerto Viejo,9.656841,-82.753211,0.161,pass,area_included:Puerto Viejo,array,+506 8312 2619,+50683122619,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d3572894-Reviews-La_Casita_de_Monli_Bar_Restaurante_and_Grill-Puerto_Viejo_de_Talamanca_Province_o.html,lacasitademonli,https://www.instagram.com/lacasitademonli,https://www.facebook.com/Monli-Bar-Restaurante-Grill-243568139066901/,,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-casita-de-monli/,,,
Chaman Mercadito,restaurant,Puerto Viejo,9.657772,-82.754148,0.28,pass,area_included:Puerto Viejo,array,,,,chaman_mercadito,https://www.instagram.com/chaman_mercadito,https://www.facebook.com/chaman.mercadito,2968574655178095232,2025-11-08,active,https://www.puertoviejosatellite.com/en/puerto-viejo/chaman-mercadito/,,,
"El Chante de Moncho - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.650339,-82.737091,1.864,pass,area_included:Cocles,array,+506 8314 7444,+50683147444,,elchantedemoncho,https://www.instagram.com/elchantedemoncho,,14914017430472405216,2025-12-15,active,https://www.puertoviejosatellite.com/en/cocles/el-chante-de-moncho/,,,
Chile Rojo,restaurant,Puerto Viejo,9.657533,-82.752881,0.242,pass,area_included:Puerto Viejo,array,+506 2750 0421,+50627500421,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d1509837-Reviews-Chile_Rojo-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,best_chile_rojo,https://www.instagram.com/best_chile_rojo,https://www.facebook.com/Chile-Rojo-92702585879/,2449275981368445735,2026-03-10,active,https://www.puertoviejosatellite.com/en/puerto-viejo/chile-rojo/,,,
Chill and Cheese Snackbar,restaurant,Puerto Viejo,9.658864,-82.75098,0.462,pass,area_included:Puerto Viejo,array,+506 8959 0020,+50689590020,,,,https://www.facebook.com/profile.php?id=100063772622858,15977758811209084867,2026-03-06,active,https://www.puertoviejosatellite.com/en/puerto-viejo/chill-and-cheese-snackbar/,,,
Cocomar Comida Caribeña,restaurant,Puerto Viejo,9.656989,-82.754747,0.237,pass,area_included:Puerto Viejo,array,+506 2750-3227,+50627503227,,cocomarpuertoviejo,https://www.instagram.com/cocomarpuertoviejo,,14967171326255452504,2026-02-26,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cocomar-comida-caribena/,,,
Como en la Gloria,restaurant,Puerto Viejo,9.658707,-82.749128,0.587,pass,area_included:Puerto Viejo,array,+506 8584 8190,+50685848190,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g1212465-d13339992-Reviews-Como_en_la_Gloria-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,comoenlagloriapuertoviejo,https://www.instagram.com/comoenlagloriapuertoviejo,https://www.facebook.com/comoenlagloriapv,,2026-01-17,active,https://www.puertoviejosatellite.com/en/puerto-viejo/como-en-la-gloria/,,,
